date,hour,城市,AQI,PM2.5,PM2.5_24h,PM10,PM10_24h,SO2,SO2_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,CO,CO_24h
20190110,0,七台河,80.0,17.0,19.0,110.0,92.0,5.0,12.0,45.0,40.0,38.0,76.0,28.0,66.0,0.6,0.5
20190110,0,三亚,23.0,15.0,14.0,23.0,25.0,4.0,4.0,4.0,6.0,55.0,75.0,62.0,70.0,0.5,0.55
20190110,0,三明,26.0,18.0,10.0,26.0,19.0,8.0,6.0,24.0,15.0,20.0,33.0,28.0,31.0,0.83,0.9
20190110,0,三门峡,146.0,112.0,73.0,144.0,117.0,9.0,15.0,37.0,35.0,15.0,32.0,25.0,30.0,1.37,1.23
20190110,0,上海,26.0,13.0,22.0,15.0,28.0,5.0,6.0,51.0,44.0,26.0,61.0,30.0,51.0,0.47,0.56
20190110,0,上饶,26.0,18.0,15.0,25.0,24.0,3.0,10.0,22.0,32.0,23.0,33.0,21.0,23.0,0.95,1.1
20190110,0,东莞,71.0,52.0,38.0,79.0,55.0,17.0,11.0,63.0,44.0,3.0,113.0,35.0,79.0,1.48,1.22
20190110,0,东营,81.0,57.0,32.0,111.0,71.0,37.0,22.0,64.0,49.0,6.0,64.0,16.0,49.0,0.92,0.57
20190110,0,中卫,63.0,37.0,50.0,75.0,79.0,8.0,24.0,24.0,35.0,47.0,66.0,51.0,54.0,0.8,1.2
20190110,0,中山,71.0,52.0,41.0,71.0,61.0,17.0,11.0,64.0,53.0,4.0,32.0,9.0,15.0,1.5,1.3
20190110,0,临夏州,136.0,104.0,74.0,167.0,129.0,37.0,30.0,45.0,33.0,18.0,66.0,41.0,61.0,2.45,1.95
20190110,0,临安,26.0,18.0,54.0,,51.0,3.0,3.0,30.0,23.0,1.0,15.0,1.0,10.0,1.5,1.5
20190110,0,临汾,154.0,118.0,133.0,155.0,178.0,100.0,70.0,71.0,67.0,4.0,49.0,19.0,39.0,2.34,2.72
20190110,0,临沂,114.0,86.0,40.0,119.0,94.0,12.0,26.0,55.0,48.0,17.0,44.0,16.0,35.0,0.95,0.9
20190110,0,临沧,56.0,40.0,27.0,44.0,28.0,12.0,9.0,18.0,11.0,20.0,77.0,45.0,66.0,0.9,0.8
20190110,0,丹东,65.0,47.0,35.0,71.0,66.0,25.0,34.0,31.0,27.0,29.0,57.0,32.0,50.0,1.45,1.02
20190110,0,丽水,26.0,17.0,16.0,26.0,26.0,6.0,5.0,30.0,28.0,9.0,40.0,9.0,30.0,0.9,0.83
20190110,0,丽江,18.0,11.0,14.0,15.0,25.0,7.0,6.0,7.0,10.0,56.0,71.0,63.0,67.0,0.5,0.6
20190110,0,义乌,27.0,,,,,4.0,5.0,54.0,49.0,7.0,31.0,8.0,29.0,0.75,0.95
20190110,0,乌兰察布,144.0,110.0,56.0,145.0,77.0,42.0,45.0,57.0,49.0,22.0,88.0,37.0,47.0,1.35,1.3
20190110,0,乌海,78.0,51.0,42.0,105.0,111.0,34.0,51.0,52.0,44.0,11.0,48.0,14.0,32.0,1.47,1.23
20190110,0,乌鲁木齐,83.0,61.0,65.0,85.0,93.0,8.0,8.0,71.0,69.0,24.0,39.0,20.0,27.0,1.62,1.73
20190110,0,乐山,174.0,132.0,104.0,162.0,142.0,6.0,9.0,44.0,41.0,12.0,52.0,21.0,39.0,1.23,1.13
20190110,0,九江,23.0,16.0,36.0,,14.0,6.0,9.0,28.0,28.0,19.0,43.0,19.0,35.0,0.58,0.73
20190110,0,乳山,52.0,22.0,14.0,54.0,54.0,10.0,9.0,29.0,25.0,46.0,71.0,50.0,64.0,1.05,0.95
20190110,0,云浮,29.0,20.0,19.0,27.0,32.0,13.0,10.0,31.0,28.0,2.0,13.0,4.0,8.0,1.2,1.2
20190110,0,五家渠,169.0,128.0,176.0,234.0,266.0,2.0,7.0,71.0,78.0,5.0,26.0,6.0,13.0,1.7,3.1
